"seqnames"	"start"	"end"	"width"	"strand"	"peak"	"feature"	"start_position"	"end_position"	"feature_strand"	"insideFeature"	"distancetoFeature"	"shortestDistance"	"fromOverlappingOrNearest"
"chr5"	180085515	180086084	570	"*"	"0813"	"ENSG00000037280"	180028506	180076600	"-"	"upstream"	-9200	8915	"shortestDistance"
"chr6"	707049	707225	177	"*"	"0814"	"ENSG00000271727"	692530	796781	"+"	"inside"	14607	14519	"shortestDistance"
"chr6"	710904	711382	479	"*"	"0815"	"ENSG00000272463"	708592	711405	"-"	"inside"	262	23	"shortestDistance"
"chr6"	1205467	1205748	282	"*"	"0816"	"ENSG00000238438"	1186753	1186855	"+"	"downstream"	18855	18612	"shortestDistance"
"chr6"	1379328	1379670	343	"*"	"0817"	"ENSG00000261730"	1384025	1385301	"-"	"downstream"	5802	4355	"shortestDistance"
"chr6"	1393153	1393547	395	"*"	"0818"	"ENSG00000137273"	1389811	1395838	"+"	"inside"	3539	2291	"shortestDistance"
"chr6"	1534257	1534936	680	"*"	"0819"	"ENSG00000272279"	1528599	1529146	"-"	"upstream"	-5450	5111	"shortestDistance"
"chr6"	3540887	3541258	372	"*"	"0820"	"ENSG00000228793"	3585427	3720054	"-"	"downstream"	178982	44169	"shortestDistance"
"chr6"	4965028	4965446	419	"*"	"0821"	"ENSG00000153046"	4706393	4955781	"+"	"downstream"	258844	9247	"shortestDistance"
"chr6"	7502858	7503586	729	"*"	"0822"	"ENSG00000219993"	7506436	7506782	"+"	"upstream"	-3214	2850	"shortestDistance"
"chr6"	7542463	7542902	440	"*"	"0823"	"ENSG00000096696"	7541850	7586805	"+"	"inside"	832	613	"shortestDistance"
"chr6"	7821102	7821318	217	"*"	"0824"	"ENSG00000153162"	7726332	7881961	"+"	"inside"	94878	60643	"shortestDistance"
"chr6"	13184477	13185067	591	"*"	"0825"	"ENSG00000112137"	12717037	13290716	"+"	"inside"	467735	105649	"shortestDistance"
"chr6"	14193718	14194030	313	"*"	"0826"	"ENSG00000285639"	14152427	14211417	"-"	"inside"	17543	17387	"shortestDistance"
"chr6"	14329521	14329901	381	"*"	"0827"	"ENSG00000226673"	14280358	14285376	"-"	"upstream"	-44335	44145	"shortestDistance"
"chr6"	18277497	18278041	545	"*"	"0828"	"ENSG00000199715"	18273396	18273497	"-"	"upstream"	-4272	4000	"shortestDistance"
"chr6"	29050222	29050577	356	"*"	"0829"	"ENSG00000204703"	29053985	29055090	"-"	"downstream"	4690	3408	"shortestDistance"
"chr6"	29098097	29098395	299	"*"	"0830"	"ENSG00000227206"	29091987	29096685	"+"	"downstream"	6259	1412	"shortestDistance"
"chr6"	29127449	29127926	478	"*"	"0831"	"ENSG00000284656"	29130252	29133978	"-"	"downstream"	6290	2326	"shortestDistance"
"chr6"	30420087	30420552	466	"*"	"0832"	"ENSG00000286301"	30418916	30423989	"+"	"inside"	1404	1171	"shortestDistance"
"chr6"	32064063	32064067	5	"*"	"0833"	"ENSG00000168477"	32008930	32077115	"-"	"inside"	13050	13048	"shortestDistance"
"chr6"	32064606	32064902	297	"*"	"0834"	"ENSG00000168477"	32008930	32077115	"-"	"inside"	12361	12213	"shortestDistance"
"chr6"	32729137	32729970	834	"*"	"0835"	"ENSG00000232629"	32723875	32731267	"-"	"inside"	1713	1297	"shortestDistance"
"chr6"	33694300	33694833	534	"*"	"0836"	"ENSG00000161896"	33689439	33714682	"-"	"inside"	20116	4861	"shortestDistance"
"chr6"	33944333	33944648	316	"*"	"0837"	"ENSG00000221697"	33967749	33967828	"-"	"downstream"	23338	23101	"shortestDistance"
"chr6"	35755026	35755828	803	"*"	"0838"	"ENSG00000204140"	35748796	35755927	"+"	"inside"	6631	99	"shortestDistance"
"chr6"	36355092	36355890	799	"*"	"0839"	"ENSG00000224666"	36354608	36359771	"+"	"inside"	883	484	"shortestDistance"
"chr6"	36907978	36908793	816	"*"	"0840"	"ENSG00000232598"	36907847	36912451	"-"	"inside"	4065	131	"shortestDistance"
"chr6"	39248690	39248965	276	"*"	"0841"	"ENSG00000124780"	39266777	39282195	"-"	"downstream"	33367	17812	"shortestDistance"
"chr6"	40705730	40706130	401	"*"	"0842"	"ENSG00000237947"	40681150	40683102	"-"	"upstream"	-22828	22628	"shortestDistance"
"chr6"	41606927	41607042	116	"*"	"0843"	"ENSG00000112559"	41604806	41621977	"+"	"inside"	2178	2121	"shortestDistance"
"chr6"	41708216	41708515	300	"*"	"0844"	"ENSG00000096088"	41704449	41715135	"-"	"inside"	6769	3767	"shortestDistance"
"chr6"	42385116	42385710	595	"*"	"0845"	"ENSG00000124496"	42192669	42419789	"-"	"inside"	34376	34079	"shortestDistance"
"chr6"	43211018	43211988	971	"*"	"0846"	"ENSG00000146216"	43211219	43255996	"+"	"overlapStart"	284	201	"shortestDistance"
"chr6"	43242625	43242900	276	"*"	"0847"	"ENSG00000146216"	43211219	43255996	"+"	"inside"	31543	13096	"shortestDistance"
"chr6"	44244807	44245201	395	"*"	"0848"	"ENSG00000272442"	44240931	44346694	"+"	"inside"	4073	3876	"shortestDistance"
"chr6"	44621081	44621262	182	"*"	"0849"	"ENSG00000286417"	44695658	44797925	"+"	"upstream"	-74486	74396	"shortestDistance"
"chr6"	45389438	45389822	385	"*"	"0850"	"ENSG00000271857"	45388816	45389742	"-"	"overlapStart"	112	80	"shortestDistance"
"chr6"	46703049	46703467	419	"*"	"0851"	"ENSG00000146070"	46671938	46703079	"-"	"overlapStart"	-179	30	"shortestDistance"
"chr6"	50682639	50683216	578	"*"	"0852"	"ENSG00000008197"	50681541	50740701	"+"	"inside"	1387	1098	"shortestDistance"
"chr6"	56707804	56708705	902	"*"	"0853"	"ENSG00000231441"	56708726	56728517	"+"	"upstream"	-472	21	"shortestDistance"
"chr6"	73951770	73952242	473	"*"	"0854"	"ENSG00000135314"	73951037	73972907	"-"	"inside"	20901	733	"shortestDistance"
"chr6"	84233606	84234174	569	"*"	"0855"	"ENSG00000146250"	84222253	84235423	"+"	"inside"	11637	1249	"shortestDistance"
"chr6"	84418844	84419213	370	"*"	"0856"	"ENSG00000065609"	84262599	84419410	"-"	"inside"	382	197	"shortestDistance"
"chr6"	84563000	84563685	686	"*"	"0857"	"ENSG00000203877"	84562985	84567234	"+"	"inside"	357	15	"shortestDistance"
"chr6"	86159980	86160293	314	"*"	"0858"	"ENSG00000135318"	86159302	86205509	"+"	"inside"	834	678	"shortestDistance"
"chr6"	90121814	90122319	506	"*"	"0859"	"ENSG00000025039"	90074355	90121989	"-"	"overlapStart"	-77	175	"shortestDistance"
"chr6"	90312228	90312759	532	"*"	"0860"	"ENSG00000083099"	90277863	90348435	"-"	"inside"	35941	34365	"shortestDistance"
"chr6"	97210259	97210741	483	"*"	"0861"	"ENSG00000216518"	97198700	97199604	"+"	"downstream"	11800	10655	"shortestDistance"
"chr6"	108492897	108493308	412	"*"	"0862"	"ENSG00000112333"	108487262	108510013	"+"	"inside"	5840	5635	"shortestDistance"
"chr6"	109221691	109221996	306	"*"	"0863"	"ENSG00000118690"	109169619	109295675	"+"	"inside"	52225	52072	"shortestDistance"
"chr6"	110651231	110651745	515	"*"	"0864"	"ENSG00000053328"	110567131	110679475	"-"	"inside"	27987	27730	"shortestDistance"
"chr6"	112688246	112688387	142	"*"	"0865"	"ENSG00000217770"	112686906	112688646	"-"	"inside"	330	259	"shortestDistance"
"chr6"	117197904	117198331	428	"*"	"0866"	"ENSG00000185002"	117198405	117253324	"+"	"upstream"	-287	74	"shortestDistance"
"chr6"	125684516	125684872	357	"*"	"0867"	"ENSG00000226409"	125691192	125766277	"-"	"downstream"	81583	6320	"shortestDistance"
"chr6"	131456778	131457101	324	"*"	"0868"	"ENSG00000118507"	131456607	131604672	"+"	"inside"	333	171	"shortestDistance"
"chr6"	132722038	132723070	1033	"*"	"0869"	"ENSG00000079931"	132617194	132722614	"-"	"overlapStart"	60	456	"shortestDistance"
"chr6"	134175931	134176295	365	"*"	"0870"	"ENSG00000227954"	133823390	134210120	"-"	"inside"	34007	33825	"shortestDistance"
"chr6"	134436505	134436737	233	"*"	"0871"	"ENSG00000216753"	134436373	134436874	"-"	"inside"	253	132	"shortestDistance"
"chr6"	136512679	136513137	459	"*"	"0872"	"ENSG00000171408"	136172839	136516712	"+"	"inside"	340069	3575	"shortestDistance"
"chr6"	137809618	137809627	10	"*"	"0873"	"ENSG00000177468"	137813339	137815387	"-"	"downstream"	5765	3712	"shortestDistance"
"chr6"	137809931	137810499	569	"*"	"0874"	"ENSG00000177468"	137813339	137815387	"-"	"downstream"	5172	2840	"shortestDistance"
"chr6"	138482996	138483315	320	"*"	"0875"	"ENSG00000112379"	138483076	138665800	"+"	"overlapStart"	80	80	"shortestDistance"
"chr6"	138584153	138584643	491	"*"	"0876"	"ENSG00000112379"	138483076	138665800	"+"	"inside"	101322	81157	"shortestDistance"
"chr6"	138599465	138599874	410	"*"	"0877"	"ENSG00000112379"	138483076	138665800	"+"	"inside"	116594	65926	"shortestDistance"
"chr6"	139350080	139350649	570	"*"	"0878"	"ENSG00000146386"	139349882	139364439	"+"	"inside"	482	198	"shortestDistance"
"chr6"	142622753	142623299	547	"*"	"0879"	"ENSG00000112414"	142622991	142767403	"+"	"overlapStart"	35	238	"shortestDistance"
"chr6"	142861612	142861775	164	"*"	"0880"	"ENSG00000236366"	142847592	142959026	"-"	"inside"	97332	14020	"shortestDistance"
"chr6"	143267148	143267525	378	"*"	"0881"	"ENSG00000232618"	143267543	143279082	"+"	"upstream"	-207	18	"shortestDistance"
"chr6"	144607254	144607601	348	"*"	"0882"	"ENSG00000152818"	144612965	145174170	"+"	"upstream"	-5537	5364	"shortestDistance"
"chr6"	149353160	149353567	408	"*"	"0883"	"ENSG00000236591"	149348836	149353709	"-"	"inside"	345	142	"shortestDistance"
"chr6"	149381590	149381918	329	"*"	"0884"	"ENSG00000111962"	149068166	149398126	"+"	"inside"	313588	16208	"shortestDistance"
"chr6"	149757438	149757794	357	"*"	"0885"	"ENSG00000178199"	149767931	149806197	"-"	"downstream"	48581	10137	"shortestDistance"
"chr6"	149796209	149796428	220	"*"	"0886"	"ENSG00000178199"	149767931	149806197	"-"	"inside"	9879	9769	"shortestDistance"
"chr6"	151663352	151663391	40	"*"	"0887"	"ENSG00000131016"	151561102	151679694	"+"	"inside"	102270	16303	"shortestDistance"
"chr6"	151670785	151671162	378	"*"	"0888"	"ENSG00000131016"	151561102	151679694	"+"	"inside"	109872	8532	"shortestDistance"
"chr6"	151820245	151820533	289	"*"	"0889"	"ENSG00000120262"	151815152	151942328	"+"	"inside"	5237	5093	"shortestDistance"
"chr6"	152129043	152129289	247	"*"	"0890"	"ENSG00000091831"	152011631	152424409	"+"	"inside"	117535	117412	"shortestDistance"
"chr6"	155421028	155421402	375	"*"	"0891"	"ENSG00000146426"	155153831	155578857	"+"	"inside"	267384	157455	"shortestDistance"
"chr6"	156951935	156952503	569	"*"	"0892"	"ENSG00000220347"	156983184	156983571	"+"	"upstream"	-30965	30681	"shortestDistance"
"chr6"	157612661	157613019	359	"*"	"0893"	"ENSG00000049618"	157097154	157531913	"+"	"downstream"	515686	80748	"shortestDistance"
"chr6"	158112608	158113298	691	"*"	"0894"	"ENSG00000175048"	157802165	158094977	"+"	"downstream"	310788	17631	"shortestDistance"
"chr6"	158945625	158945944	320	"*"	"0895"	"ENSG00000219188"	158936637	158937261	"-"	"upstream"	-8523	8364	"shortestDistance"
"chr6"	159172345	159172813	469	"*"	"0896"	"ENSG00000164674"	159071046	159185908	"+"	"inside"	101533	13095	"shortestDistance"
"chr6"	159533111	159533429	319	"*"	"0897"	"ENSG00000285492"	159472706	159542527	"-"	"inside"	9257	9098	"shortestDistance"
"chr6"	159557601	159558084	484	"*"	"0898"	"ENSG00000285492"	159472706	159542527	"-"	"upstream"	-15315	15074	"shortestDistance"
"chr6"	159569541	159569924	384	"*"	"0899"	"ENSG00000233682"	159586931	159588385	"-"	"downstream"	18653	17007	"shortestDistance"
"chr6"	159654328	159654832	505	"*"	"0900"	"ENSG00000164694"	159590432	159693140	"+"	"inside"	64148	38308	"shortestDistance"
"chr6"	160243002	160243407	406	"*"	"0901"	"ENSG00000146453"	160221281	160241735	"+"	"downstream"	21923	1267	"shortestDistance"
"chr6"	160287527	160288134	608	"*"	"0902"	"ENSG00000236823"	160320218	160323542	"+"	"upstream"	-32388	32084	"shortestDistance"
"chr6"	160555437	160555655	219	"*"	"0903"	"ENSG00000175003"	160542847	160579750	"+"	"inside"	12699	12590	"shortestDistance"
"chr6"	160679465	160680148	684	"*"	"0904"	"ENSG00000112499"	160637787	160679853	"-"	"overlapStart"	47	295	"shortestDistance"
"chr6"	160783835	160784515	681	"*"	"0905"	"ENSG00000146477"	160769410	160873609	"+"	"inside"	14765	14425	"shortestDistance"
"chr6"	163570772	163571042	271	"*"	"0906"	"ENSG00000112530"	163148164	163736523	"+"	"inside"	422743	165481	"shortestDistance"
"chr6"	166697580	166698018	439	"*"	"0907"	"ENSG00000280850"	166688950	166690565	"-"	"upstream"	-7234	7015	"shortestDistance"
"chr6"	166806603	166806942	340	"*"	"0908"	"ENSG00000280057"	166801624	166803408	"+"	"downstream"	5148	3195	"shortestDistance"
"chr6"	166855086	166855536	451	"*"	"0909"	"ENSG00000071242"	166822852	167040739	"-"	"inside"	185428	32234	"shortestDistance"
"chr6"	166946147	166946806	660	"*"	"0910"	"ENSG00000071242"	166822852	167040739	"-"	"inside"	94263	93933	"shortestDistance"
"chr6"	167071248	167071990	743	"*"	"0911"	"ENSG00000287690"	167065012	167069098	"+"	"downstream"	6607	2150	"shortestDistance"
"chr6"	167570881	167571194	314	"*"	"0912"	"ENSG00000120436"	167569759	167571817	"-"	"inside"	779	623	"shortestDistance"
"chr6"	167593237	167593631	395	"*"	"0913"	"ENSG00000166984"	167584081	167596396	"+"	"inside"	9353	2765	"shortestDistance"
"chr6"	168099320	168099458	139	"*"	"0914"	"ENSG00000203688"	168081371	168096970	"-"	"upstream"	-2419	2350	"shortestDistance"
"chr6"	168196637	168197048	412	"*"	"0915"	"ENSG00000269155"	168196210	168198928	"+"	"inside"	632	427	"shortestDistance"
"chr6"	168443243	168443957	715	"*"	"0916"	"ENSG00000125337"	168398882	168445775	"+"	"inside"	44718	1818	"shortestDistance"
"chr6"	168684613	168685005	393	"*"	"0917"	"ENSG00000230711"	168687585	168690030	"-"	"downstream"	5221	2580	"shortestDistance"
"chr6"	168708282	168708877	596	"*"	"0918"	"ENSG00000164488"	168693510	168720434	"-"	"inside"	11854	11557	"shortestDistance"
"chr6"	168899543	168899828	286	"*"	"0919"	"ENSG00000112562"	168841831	169068674	"+"	"inside"	57855	57712	"shortestDistance"
"chr6"	169105637	169105997	361	"*"	"0920"	"ENSG00000235815"	169116745	169123604	"+"	"upstream"	-10928	10748	"shortestDistance"
"chr6"	169178111	169178359	249	"*"	"0921"	"ENSG00000280665"	169220518	169220751	"+"	"upstream"	-42283	42159	"shortestDistance"
"chr6"	169567079	169567449	371	"*"	"0922"	"ENSG00000223485"	169557257	169562637	"-"	"upstream"	-4627	4442	"shortestDistance"
"chr6"	170201234	170201591	358	"*"	"0923"	"ENSG00000231690"	170190153	170202969	"+"	"inside"	11259	1378	"shortestDistance"
"chr6"	170573639	170574028	390	"*"	"0924"	"ENSG00000271820"	170575757	170585850	"-"	"downstream"	12016	1729	"shortestDistance"
"chr6"	170733467	170734012	546	"*"	"0925"	"ENSG00000261003"	170723227	170728413	"+"	"downstream"	10513	5054	"shortestDistance"
"chr6"	170742443	170743330	888	"*"	"0926"	"ENSG00000261003"	170723227	170728413	"+"	"downstream"	19659	14030	"shortestDistance"
"chr6"	170771178	170771284	107	"*"	"0927"	"ENSG00000261003"	170723227	170728413	"+"	"downstream"	48004	42765	"shortestDistance"
"chr6"	170787796	170788178	383	"*"	"0928"	"ENSG00000008018"	170844208	170862395	"-"	"downstream"	74408	56030	"shortestDistance"
"chr7"	177703	178028	326	"*"	"0929"	"ENSG00000239715"	174920	176013	"+"	"downstream"	2946	1690	"shortestDistance"
"chr7"	285672	285934	263	"*"	"0930"	"ENSG00000177706"	192969	300711	"+"	"inside"	92834	14777	"shortestDistance"
"chr7"	450521	450919	399	"*"	"0931"	"ENSG00000286710"	465339	470817	"+"	"upstream"	-14619	14420	"shortestDistance"
"chr7"	954521	954873	353	"*"	"0932"	"ENSG00000105963"	937537	994316	"-"	"inside"	39619	16984	"shortestDistance"
"chr7"	1224988	1225485	498	"*"	"0933"	"ENSG00000229043"	1200068	1205216	"+"	"downstream"	25168	19772	"shortestDistance"
"chr7"	1392012	1392319	308	"*"	"0934"	"ENSG00000164877"	1473995	1499106	"-"	"downstream"	106940	81676	"shortestDistance"
"chr7"	1715649	1716140	492	"*"	"0935"	"ENSG00000225968"	1727755	1787590	"+"	"upstream"	-11861	11615	"shortestDistance"
"chr7"	2740093	2740102	10	"*"	"0936"	"ENSG00000174945"	2719156	2756163	"+"	"inside"	20942	16061	"shortestDistance"
"chr7"	2923000	2923243	244	"*"	"0937"	"ENSG00000198286"	2945775	3083579	"-"	"downstream"	160457	22532	"shortestDistance"
"chr7"	12151300	12151650	351	"*"	"0938"	"ENSG00000106460"	12250920	12282993	"+"	"upstream"	-99445	99270	"shortestDistance"
"chr7"	18001647	18002061	415	"*"	"0939"	"ENSG00000236195"	18001702	18002652	"+"	"overlapStart"	152	55	"shortestDistance"
"chr7"	20816284	20816616	333	"*"	"0940"	"ENSG00000164651"	20821903	20826505	"-"	"downstream"	10055	5287	"shortestDistance"
"chr7"	20817399	20817737	339	"*"	"0941"	"ENSG00000164651"	20821903	20826505	"-"	"downstream"	8937	4166	"shortestDistance"
"chr7"	21369732	21370031	300	"*"	"0942"	"ENSG00000195024"	21420981	21421124	"+"	"upstream"	-51099	50950	"shortestDistance"
"chr7"	21429347	21429637	291	"*"	"0943"	"ENSG00000195024"	21420981	21421124	"+"	"downstream"	8511	8223	"shortestDistance"
"chr7"	24324804	24325162	359	"*"	"0944"	"ENSG00000122585"	24323807	24331427	"+"	"inside"	1176	997	"shortestDistance"
"chr7"	26558274	26558660	387	"*"	"0945"	"ENSG00000122548"	26572740	26578407	"-"	"downstream"	19940	14080	"shortestDistance"
"chr7"	27127594	27127705	112	"*"	"0946"	"ENSG00000105991"	27132932	27135607	"-"	"downstream"	7957	5227	"shortestDistance"
"chr7"	27531884	27532152	269	"*"	"0947"	"ENSG00000235574"	27531301	27532384	"-"	"inside"	366	232	"shortestDistance"
"chr7"	35225886	35225962	77	"*"	"0948"	"ENSG00000164532"	35242042	35293758	"-"	"downstream"	67834	16080	"shortestDistance"
"chr7"	36007176	36007642	467	"*"	"0949"	"ENSG00000226102"	35985904	36012197	"+"	"inside"	21505	4555	"shortestDistance"
"chr7"	36232876	36232998	123	"*"	"0950"	"ENSG00000122547"	36192863	36341147	"+"	"inside"	40074	40013	"shortestDistance"
"chr7"	36319266	36319831	566	"*"	"0951"	"ENSG00000122547"	36192863	36341147	"+"	"inside"	126685	21316	"shortestDistance"
"chr7"	39015491	39015853	363	"*"	"0952"	"ENSG00000106536"	39017598	39504390	"+"	"upstream"	-1926	1745	"shortestDistance"
"chr7"	43237805	43238153	349	"*"	"0953"	"ENSG00000002746"	43152244	43601651	"+"	"inside"	85735	85561	"shortestDistance"
"chr7"	43484322	43485073	752	"*"	"0954"	"ENSG00000002746"	43152244	43601651	"+"	"inside"	332454	116578	"shortestDistance"
"chr7"	44277954	44278610	657	"*"	"0955"	"ENSG00000058404"	44256749	44365095	"-"	"inside"	86813	21205	"shortestDistance"
"chr7"	44362661	44362730	70	"*"	"0956"	"ENSG00000058404"	44256749	44365095	"-"	"inside"	2399	2365	"shortestDistance"
"chr7"	47342732	47343060	329	"*"	"0957"	"ENSG00000136205"	47314752	47621709	"-"	"inside"	278813	27980	"shortestDistance"
"chr7"	47354307	47354552	246	"*"	"0958"	"ENSG00000136205"	47314752	47621709	"-"	"inside"	267279	39555	"shortestDistance"
"chr7"	47961809	47961878	70	"*"	"0959"	"ENSG00000158683"	47814250	47988088	"-"	"inside"	26244	26210	"shortestDistance"
"chr7"	57284464	57284978	515	"*"	"0960"	"ENSG00000234089"	57287524	57290604	"-"	"downstream"	5883	2546	"shortestDistance"
"chr7"	64601929	64602276	348	"*"	"0961"	"ENSG00000164669"	64601410	64694582	"+"	"inside"	692	519	"shortestDistance"
"chr7"	72744152	72744572	421	"*"	"0962"	"ENSG00000077800"	72742164	72772634	"+"	"inside"	2198	1988	"shortestDistance"
"chr7"	72760235	72760587	353	"*"	"0963"	"ENSG00000077800"	72742164	72772634	"+"	"inside"	18247	12047	"shortestDistance"
"chr7"	72772897	72773318	422	"*"	"0964"	"ENSG00000077800"	72742164	72772634	"+"	"downstream"	30944	263	"shortestDistance"
"chr7"	73336259	73336665	407	"*"	"0965"	"ENSG00000175877"	73275489	73280220	"+"	"downstream"	60973	56039	"shortestDistance"
"chr7"	73436351	73436884	534	"*"	"0966"	"ENSG00000049540"	73442119	73483093	"+"	"upstream"	-5501	5235	"shortestDistance"
"chr7"	77044785	77045399	615	"*"	"0967"	"ENSG00000186088"	76940068	77045666	"-"	"inside"	574	267	"shortestDistance"
"chr7"	77045967	77046202	236	"*"	"0968"	"ENSG00000273341"	77045990	77054761	"+"	"overlapStart"	94	23	"shortestDistance"
"chr7"	77664384	77664784	401	"*"	"0969"	"ENSG00000187391"	77646372	79082983	"-"	"inside"	1418399	18012	"shortestDistance"
"chr7"	89840944	89841375	432	"*"	"0970"	"ENSG00000157214"	89841000	89866945	"+"	"overlapStart"	160	56	"shortestDistance"
"chr7"	89950273	89951297	1025	"*"	"0971"	"ENSG00000283267"	89945817	89950622	"-"	"overlapStart"	-163	349	"shortestDistance"
"chr7"	93203988	93204566	579	"*"	"0972"	"ENSG00000004948"	93053799	93204042	"-"	"overlapStart"	-235	54	"shortestDistance"
"chr7"	93519534	93520165	632	"*"	"0973"	"ENSG00000105825"	93514708	93520065	"-"	"overlapStart"	215	100	"shortestDistance"
"chr7"	95225479	95225762	284	"*"	"0974"	"ENSG00000004799"	95212811	95225828	"-"	"inside"	208	66	"shortestDistance"
"chr7"	96636405	96636435	31	"*"	"0975"	"ENSG00000006377"	96634865	96640352	"+"	"inside"	1555	1540	"shortestDistance"
"chr7"	96646093	96646500	408	"*"	"0976"	"ENSG00000231764"	96584453	96643377	"-"	"upstream"	-2919	2716	"shortestDistance"
"chr7"	96655525	96655980	456	"*"	"0977"	"ENSG00000105880"	96649708	96654143	"-"	"upstream"	-1609	1382	"shortestDistance"
"chr7"	97362716	97363152	437	"*"	"0978"	"ENSG00000006128"	97361396	97369750	"+"	"inside"	1538	1320	"shortestDistance"
"chr7"	100711824	100712087	264	"*"	"0979"	"ENSG00000169876"	100663353	100702026	"+"	"downstream"	48603	9798	"shortestDistance"
"chr7"	101129428	101129815	388	"*"	"0980"	"ENSG00000160963"	101006156	101202304	"+"	"inside"	123466	72489	"shortestDistance"
"chr7"	103086034	103086488	455	"*"	"0981"	"ENSG00000170615"	102993177	103086598	"-"	"inside"	337	110	"shortestDistance"
"chr7"	104455023	104455103	81	"*"	"0982"	"ENSG00000187416"	103969148	104547201	"+"	"inside"	485915	92098	"shortestDistance"
"chr7"	105602747	105603097	351	"*"	"0983"	"ENSG00000128536"	105603705	105673261	"+"	"upstream"	-783	608	"shortestDistance"
"chr7"	108095389	108096997	1609	"*"	"0984"	"ENSG00000091129"	107788071	108096841	"-"	"overlapStart"	648	156	"shortestDistance"
"chr7"	116278512	116278985	474	"*"	"0985"	"ENSG00000231210"	116203648	116303883	"-"	"inside"	25135	24898	"shortestDistance"
"chr7"	120528341	120528804	464	"*"	"0986"	"ENSG00000106025"	120427374	120498411	"-"	"upstream"	-30161	29930	"shortestDistance"
"chr7"	120968822	120969192	371	"*"	"0987"	"ENSG00000002745"	120965421	120979512	"+"	"inside"	3586	3401	"shortestDistance"
"chr7"	120969539	120970036	498	"*"	"0988"	"ENSG00000002745"	120965421	120979512	"+"	"inside"	4367	4118	"shortestDistance"
"chr7"	127808076	127808271	196	"*"	"0989"	"ENSG00000207705"	127847924	127847996	"+"	"upstream"	-39750	39653	"shortestDistance"
"chr7"	128562861	128563104	244	"*"	"0990"	"ENSG00000224163"	128552786	128554117	"-"	"upstream"	-8865	8744	"shortestDistance"
"chr7"	128571615	128572064	450	"*"	"0991"	"ENSG00000128604"	128577666	128590081	"+"	"upstream"	-5826	5602	"shortestDistance"
"chr7"	128577583	128578077	495	"*"	"0992"	"ENSG00000128604"	128577666	128590081	"+"	"overlapStart"	164	83	"shortestDistance"
"chr7"	128767178	128767331	154	"*"	"0993"	"ENSG00000230626"	128766572	128770847	"+"	"inside"	682	606	"shortestDistance"
"chr7"	128843049	128843459	411	"*"	"0994"	"ENSG00000128602"	128828474	128853386	"+"	"inside"	14780	9927	"shortestDistance"
"chr7"	130488492	130488895	404	"*"	"0995"	"ENSG00000271522"	130474967	130476483	"+"	"downstream"	13727	12009	"shortestDistance"
"chr7"	131218016	131218385	370	"*"	"0996"	"ENSG00000128567"	131185030	131241387	"-"	"inside"	23187	23002	"shortestDistance"
"chr7"	134143369	134143807	439	"*"	"0997"	"ENSG00000085662"	134127108	134143852	"-"	"inside"	264	45	"shortestDistance"
"chr7"	135038054	135038460	407	"*"	"0998"	"ENSG00000080802"	135046547	135194828	"-"	"downstream"	156571	8087	"shortestDistance"
"chr7"	135399846	135400189	344	"*"	"0999"	"ENSG00000164707"	135365985	135412934	"-"	"inside"	12916	12745	"shortestDistance"
"chr7"	138553861	138554280	420	"*"	"1000"	"ENSG00000122778"	138516126	138666064	"-"	"inside"	111994	37735	"shortestDistance"
"chr7"	138602931	138603327	397	"*"	"1001"	"ENSG00000122778"	138516126	138666064	"-"	"inside"	62935	62737	"shortestDistance"
"chr7"	139180641	139181088	448	"*"	"1002"	"ENSG00000253183"	139187199	139188558	"+"	"upstream"	-6335	6111	"shortestDistance"
"chr7"	140227081	140227323	243	"*"	"1003"	"ENSG00000146966"	140218220	140340576	"-"	"inside"	113374	8861	"shortestDistance"
"chr7"	140301432	140302016	585	"*"	"1004"	"ENSG00000146966"	140218220	140340576	"-"	"inside"	38852	38560	"shortestDistance"
"chr7"	141042639	141042981	343	"*"	"1005"	"ENSG00000261115"	140773864	141180180	"+"	"inside"	268946	137199	"shortestDistance"
"chr7"	142554856	142555154	299	"*"	"1006"	"ENSG00000106123"	142552823	142568847	"+"	"inside"	2182	2033	"shortestDistance"
"chr7"	143991185	143991564	380	"*"	"1007"	"ENSG00000284644"	143948357	144052231	"-"	"inside"	60857	42828	"shortestDistance"
"chr7"	144052194	144052523	330	"*"	"1008"	"ENSG00000244479"	143997564	144052613	"-"	"inside"	255	90	"shortestDistance"
"chr7"	148036584	148036829	246	"*"	"1009"	"ENSG00000174469"	145813893	148118090	"+"	"inside"	2222813	81261	"shortestDistance"
"chr7"	148963734	148964447	714	"*"	"1010"	"ENSG00000204946"	148959287	148982079	"+"	"inside"	4803	4447	"shortestDistance"
"chr7"	149101270	149102110	841	"*"	"1011"	"ENSG00000228151"	149095295	149098547	"+"	"downstream"	6395	2723	"shortestDistance"
"chr7"	149745821	149745920	100	"*"	"1012"	"ENSG00000276538"	149744698	149744943	"-"	"upstream"	-927	878	"shortestDistance"
"chr7"	149901622	149901961	340	"*"	"1013"	"ENSG00000286912"	149931283	149934697	"-"	"downstream"	32905	29322	"shortestDistance"
"chr7"	150140655	150140709	55	"*"	"1014"	"ENSG00000242258"	150130742	150145228	"+"	"inside"	9940	4519	"shortestDistance"
"chr7"	150417472	150417966	495	"*"	"1015"	"ENSG00000281887"	150413756	150440734	"+"	"inside"	3963	3716	"shortestDistance"
